Total Nacional;Comunidades y Ciudades Autónomas;Tipo de indicador;periodo;Total
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2013;77.008
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2012;83.605
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2011;82.480
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2010;98.963
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2009;91.566
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2008;85.119
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2007;91.930
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2006;..
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2005;..
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2004;..
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2003;..
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2002;..
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2001;..
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2000;..
Total Nacional;07 Castilla y León;- Pérdidas reales;2022;43.641
Total Nacional;07 Castilla y León;- Pérdidas reales;2020;37.464
Total Nacional;07 Castilla y León;- Pérdidas reales;2018;41.263
Total Nacional;07 Castilla y León;- Pérdidas reales;2016;42.618
Total Nacional;07 Castilla y León;- Pérdidas reales;2014;49.374
Total Nacional;07 Castilla y León;- Pérdidas reales;2013;58.338
Total Nacional;07 Castilla y León;- Pérdidas reales;2012;50.999
Total Nacional;07 Castilla y León;- Pérdidas reales;2011;63.510
Total Nacional;07 Castilla y León;- Pérdidas reales;2010;65.316
Total Nacional;07 Castilla y León;- Pérdidas reales;2009;62.265
Total Nacional;07 Castilla y León;- Pérdidas reales;2008;57.030
Total Nacional;07 Castilla y León;- Pérdidas reales;2007;51.021
Total Nacional;07 Castilla y León;- Pérdidas reales;2006;48.317
Total Nacional;07 Castilla y León;- Pérdidas reales;2005;57.617
Total Nacional;07 Castilla y León;- Pérdidas reales;2004;65.796
Total Nacional;07 Castilla y León;- Pérdidas reales;2003;51.165
Total Nacional;07 Castilla y León;- Pérdidas reales;2002;63.253
Total Nacional;07 Castilla y León;- Pérdidas reales;2001;75.609
Total Nacional;07 Castilla y León;- Pérdidas reales;2000;75.863
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2022;23.531
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2020;24.761
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2018;20.509
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2016;32.547
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2014;20.960
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2013;18.670
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2012;32.606
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2011;18.970
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2010;33.647
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2009;29.301
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2008;28.089
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2007;40.909
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2006;..
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2005;..
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2004;..
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2003;..
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2002;..
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2001;..
Total Nacional;07 Castilla y León;- Pérdidas aparentes;2000;..
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2022;214.865
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2020;209.258
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2018;203.968
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2016;201.973
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2014;200.063
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2013;213.752
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2012;203.867
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2011;212.842
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2010;205.723
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2009;209.883
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2008;214.187
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2007;220.255
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2006;207.653
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2005;211.013
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2004;206.968
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2003;218.511
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2002;194.652
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2001;208.574
Total Nacional;08 Castilla - La Mancha;Volumen de agua suministrada a la red de abastecimiento público;2000;206.325
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;133.245
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;143.427
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;143.020
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;149.899
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;147.301
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;160.503
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;150.879
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;156.224
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;142.725
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;149.213
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;158.675
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;163.626
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;168.806
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;173.256
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;168.897
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;175.685
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;159.438
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;172.358
Total Nacional;08 Castilla - La Mancha;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;172.367
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2022;81.620
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2020;65.831
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2018;60.948
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2016;52.074
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2014;52.762
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2013;53.249
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2012;52.988
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2011;56.618
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2010;62.998
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2009;60.670
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2008;55.512
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2007;56.629
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2006;..
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2005;..
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2004;..
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2003;..
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2002;..
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2001;..
Total Nacional;08 Castilla - La Mancha;2. Volumen de agua no registrada;2000;..
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2022;50.386
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2020;44.852
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2018;41.749
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2016;34.403
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2014;38.041
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2013;35.642
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2012;41.331
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2011;50.390
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2010;51.028
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2009;50.356
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2008;41.634
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2007;32.670
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2006;38.847
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2005;37.757
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2004;38.071
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2003;42.826
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2002;35.214
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2001;36.216
Total Nacional;08 Castilla - La Mancha;- Pérdidas reales;2000;33.958
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2022;31.233
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2020;20.979
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2018;19.199
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2016;17.671
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2014;14.721
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2013;17.607
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2012;11.657
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2011;6.228
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2010;11.970
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2009;10.314
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2008;13.878
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2007;23.959
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2006;..
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2005;..
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2004;..
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2003;..
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2002;..
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2001;..
Total Nacional;08 Castilla - La Mancha;- Pérdidas aparentes;2000;..
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2022;572.779
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2020;598.753
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2018;602.061
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2016;617.843
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2014;592.090
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2013;616.236
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2012;648.762
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2011;655.712
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2010;672.603
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2009;666.180
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2008;720.433
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2007;776.156
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2006;697.384
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2005;651.999
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2004;691.245
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2003;736.346
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2002;772.319
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2001;780.275
Total Nacional;09 Cataluña;Volumen de agua suministrada a la red de abastecimiento público;2000;824.762
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;445.432
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;454.227
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;467.324
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;465.434
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;457.383
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;461.504
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;504.301
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;509.837
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;514.872
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;510.990
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;547.907
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;613.298
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;591.939
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;541.377
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;576.186
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;618.368
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;632.718
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;661.254
Total Nacional;09 Cataluña;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;657.130
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2022;127.347
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2020;144.526
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2018;134.737
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2016;152.409
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2014;134.707
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2013;154.732
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2012;144.461
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2011;145.875
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2010;157.731
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2009;155.190
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2008;172.526
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2007;162.858
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2006;..
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2005;..
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2004;..
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2003;..
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2002;..
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2001;..
Total Nacional;09 Cataluña;2. Volumen de agua no registrada;2000;..
Total Nacional;09 Cataluña;- Pérdidas reales;2022;74.138
Total Nacional;09 Cataluña;- Pérdidas reales;2020;85.852
Total Nacional;09 Cataluña;- Pérdidas reales;2018;82.484
Total Nacional;09 Cataluña;- Pérdidas reales;2016;89.616
Total Nacional;09 Cataluña;- Pérdidas reales;2014;66.545
Total Nacional;09 Cataluña;- Pérdidas reales;2013;71.950
Total Nacional;09 Cataluña;- Pérdidas reales;2012;88.895
Total Nacional;09 Cataluña;- Pérdidas reales;2011;94.819
Total Nacional;09 Cataluña;- Pérdidas reales;2010;102.525
Total Nacional;09 Cataluña;- Pérdidas reales;2009;100.873
Total Nacional;09 Cataluña;- Pérdidas reales;2008;108.691
Total Nacional;09 Cataluña;- Pérdidas reales;2007;120.341
Total Nacional;09 Cataluña;- Pérdidas reales;2006;105.445
Total Nacional;09 Cataluña;- Pérdidas reales;2005;110.622
Total Nacional;09 Cataluña;- Pérdidas reales;2004;115.059
Total Nacional;09 Cataluña;- Pérdidas reales;2003;117.978
Total Nacional;09 Cataluña;- Pérdidas reales;2002;139.601
Total Nacional;09 Cataluña;- Pérdidas reales;2001;119.021
Total Nacional;09 Cataluña;- Pérdidas reales;2000;167.632
Total Nacional;09 Cataluña;- Pérdidas aparentes;2022;53.208
Total Nacional;09 Cataluña;- Pérdidas aparentes;2020;58.674
Total Nacional;09 Cataluña;- Pérdidas aparentes;2018;52.253
Total Nacional;09 Cataluña;- Pérdidas aparentes;2016;62.793
Total Nacional;09 Cataluña;- Pérdidas aparentes;2014;68.162
Total Nacional;09 Cataluña;- Pérdidas aparentes;2013;82.782
Total Nacional;09 Cataluña;- Pérdidas aparentes;2012;55.566
Total Nacional;09 Cataluña;- Pérdidas aparentes;2011;51.056
Total Nacional;09 Cataluña;- Pérdidas aparentes;2010;55.206
Total Nacional;09 Cataluña;- Pérdidas aparentes;2009;54.317
Total Nacional;09 Cataluña;- Pérdidas aparentes;2008;63.835
Total Nacional;09 Cataluña;- Pérdidas aparentes;2007;42.517
Total Nacional;09 Cataluña;- Pérdidas aparentes;2006;..
Total Nacional;09 Cataluña;- Pérdidas aparentes;2005;..
Total Nacional;09 Cataluña;- Pérdidas aparentes;2004;..
Total Nacional;09 Cataluña;- Pérdidas aparentes;2003;..
Total Nacional;09 Cataluña;- Pérdidas aparentes;2002;..
Total Nacional;09 Cataluña;- Pérdidas aparentes;2001;..
Total Nacional;09 Cataluña;- Pérdidas aparentes;2000;..
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2022;463.412
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2020;503.786
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2018;554.234
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2016;486.313
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2014;488.956
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2013;481.587
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2012;506.726
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2011;485.022
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2010;507.658
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2009;527.108
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2008;608.573
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2007;585.086
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2006;546.001
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2005;518.726
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2004;562.567
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2003;543.550
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2002;476.998
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2001;488.331
Total Nacional;10 Comunitat Valenciana;Volumen de agua suministrada a la red de abastecimiento público;2000;526.315
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;354.425
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;389.668
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;407.669
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;368.952
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;381.995
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;364.059
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;369.422
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;356.403
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;363.797
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;395.768
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;438.975
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;421.075
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;421.497
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;393.009
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;422.820
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;389.367
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;351.382
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;363.360
Total Nacional;10 Comunitat Valenciana;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;368.606
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2022;108.987
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2020;114.118
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2018;146.565
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2016;117.361
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2014;106.961
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2013;117.528
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2012;137.304
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2011;128.619
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2010;143.861
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2009;131.340
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2008;169.598
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2007;164.011
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2006;..
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2005;..
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2004;..
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2003;..
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2002;..
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2001;..
Total Nacional;10 Comunitat Valenciana;2. Volumen de agua no registrada;2000;..
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2022;78.741
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2020;76.640
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2018;99.944
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2016;84.734
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2014;77.119
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2013;85.678
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2012;102.978
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2011;100.323
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2010;113.650
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2009;102.445
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2008;128.894
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2007;131.350
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2006;124.504
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2005;125.717
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2004;139.747
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2003;154.183
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2002;125.616
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2001;124.971
Total Nacional;10 Comunitat Valenciana;- Pérdidas reales;2000;157.709
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2022;30.246
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2020;37.478
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2018;46.621
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2016;32.627
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2014;29.842
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2013;31.850
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2012;34.326
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2011;28.296
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2010;30.211
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2009;28.895
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2008;40.704
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2007;32.661
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2006;..
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2005;..
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2004;..
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2003;..
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2002;..
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2001;..
Total Nacional;10 Comunitat Valenciana;- Pérdidas aparentes;2000;..
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2022;99.079
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2020;92.347
Total Nacional;11 Extremadura;Volumen de agua suministrada a la red de abastecimiento público;2018;101.366
