Total Nacional;Comunidades y Ciudades Autónomas;Tipo de indicador;periodo;Total
Total Nacional;03 Asturias, Principado de;- Pérdidas reales;2000;25.697
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2022;17.183
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2020;12.751
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2018;13.068
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2016;15.675
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2014;15.500
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2013;17.563
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2012;17.930
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2011;14.460
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2010;12.536
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2009;12.596
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2008;9.096
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2007;10.607
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2006;..
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2005;..
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2004;..
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2003;..
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2002;..
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2001;..
Total Nacional;03 Asturias, Principado de;- Pérdidas aparentes;2000;..
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2022;110.449
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2020;111.137
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2018;113.624
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2016;125.540
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2014;111.288
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2013;109.278
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2012;106.795
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2011;101.573
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2010;98.771
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2009;107.954
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2008;113.558
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2007;111.967
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2006;118.920
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2005;114.468
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2004;120.070
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2003;99.365
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2002;93.538
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2001;86.852
Total Nacional;04 Balears, Illes;Volumen de agua suministrada a la red de abastecimiento público;2000;87.460
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;85.503
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;82.743
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;87.576
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;94.235
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;85.556
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;84.969
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;81.979
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;74.509
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;73.902
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;81.702
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;88.749
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;86.057
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;95.743
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;91.401
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;92.477
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;77.408
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;71.792
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;65.706
Total Nacional;04 Balears, Illes;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;67.421
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2022;24.947
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2020;28.394
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2018;26.048
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2016;31.305
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2014;25.732
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2013;24.309
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2012;24.816
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2011;27.064
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2010;24.869
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2009;26.252
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2008;24.809
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2007;25.910
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2006;..
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2005;..
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2004;..
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2003;..
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2002;..
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2001;..
Total Nacional;04 Balears, Illes;2. Volumen de agua no registrada;2000;..
Total Nacional;04 Balears, Illes;- Pérdidas reales;2022;18.066
Total Nacional;04 Balears, Illes;- Pérdidas reales;2020;20.049
Total Nacional;04 Balears, Illes;- Pérdidas reales;2018;20.150
Total Nacional;04 Balears, Illes;- Pérdidas reales;2016;22.852
Total Nacional;04 Balears, Illes;- Pérdidas reales;2014;18.579
Total Nacional;04 Balears, Illes;- Pérdidas reales;2013;17.138
Total Nacional;04 Balears, Illes;- Pérdidas reales;2012;18.364
Total Nacional;04 Balears, Illes;- Pérdidas reales;2011;19.051
Total Nacional;04 Balears, Illes;- Pérdidas reales;2010;16.662
Total Nacional;04 Balears, Illes;- Pérdidas reales;2009;17.326
Total Nacional;04 Balears, Illes;- Pérdidas reales;2008;16.622
Total Nacional;04 Balears, Illes;- Pérdidas reales;2007;15.428
Total Nacional;04 Balears, Illes;- Pérdidas reales;2006;23.177
Total Nacional;04 Balears, Illes;- Pérdidas reales;2005;23.067
Total Nacional;04 Balears, Illes;- Pérdidas reales;2004;27.593
Total Nacional;04 Balears, Illes;- Pérdidas reales;2003;21.957
Total Nacional;04 Balears, Illes;- Pérdidas reales;2002;21.746
Total Nacional;04 Balears, Illes;- Pérdidas reales;2001;21.146
Total Nacional;04 Balears, Illes;- Pérdidas reales;2000;20.039
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2022;6.881
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2020;8.345
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2018;5.898
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2016;8.453
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2014;7.153
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2013;7.171
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2012;6.452
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2011;8.013
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2010;8.207
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2009;8.926
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2008;8.187
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2007;10.482
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2006;..
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2005;..
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2004;..
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2003;..
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2002;..
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2001;..
Total Nacional;04 Balears, Illes;- Pérdidas aparentes;2000;..
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2022;189.423
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2020;211.724
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2018;212.814
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2016;226.846
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2014;203.906
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2013;220.094
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2012;226.587
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2011;218.420
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2010;202.786
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2009;212.011
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2008;243.050
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2007;237.488
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2006;188.311
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2005;232.225
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2004;219.781
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2003;190.554
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2002;185.286
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2001;171.068
Total Nacional;05 Canarias;Volumen de agua suministrada a la red de abastecimiento público;2000;176.905
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;135.722
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;141.190
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;147.470
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;157.510
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;144.545
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;158.521
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;162.915
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;159.714
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;154.426
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;153.904
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;180.215
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;178.337
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;154.152
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;186.012
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;177.253
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;155.613
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;150.177
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;132.590
Total Nacional;05 Canarias;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;138.035
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2022;53.701
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2020;70.534
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2018;65.344
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2016;69.336
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2014;59.361
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2013;61.573
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2012;63.672
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2011;58.706
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2010;48.360
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2009;58.107
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2008;62.835
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2007;59.151
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2006;..
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2005;..
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2004;..
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2003;..
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2002;..
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2001;..
Total Nacional;05 Canarias;2. Volumen de agua no registrada;2000;..
Total Nacional;05 Canarias;- Pérdidas reales;2022;41.623
Total Nacional;05 Canarias;- Pérdidas reales;2020;51.585
Total Nacional;05 Canarias;- Pérdidas reales;2018;50.896
Total Nacional;05 Canarias;- Pérdidas reales;2016;52.254
Total Nacional;05 Canarias;- Pérdidas reales;2014;41.315
Total Nacional;05 Canarias;- Pérdidas reales;2013;44.394
Total Nacional;05 Canarias;- Pérdidas reales;2012;43.934
Total Nacional;05 Canarias;- Pérdidas reales;2011;46.378
Total Nacional;05 Canarias;- Pérdidas reales;2010;43.040
Total Nacional;05 Canarias;- Pérdidas reales;2009;49.196
Total Nacional;05 Canarias;- Pérdidas reales;2008;51.525
Total Nacional;05 Canarias;- Pérdidas reales;2007;48.881
Total Nacional;05 Canarias;- Pérdidas reales;2006;34.159
Total Nacional;05 Canarias;- Pérdidas reales;2005;46.213
Total Nacional;05 Canarias;- Pérdidas reales;2004;42.528
Total Nacional;05 Canarias;- Pérdidas reales;2003;34.941
Total Nacional;05 Canarias;- Pérdidas reales;2002;35.109
Total Nacional;05 Canarias;- Pérdidas reales;2001;38.478
Total Nacional;05 Canarias;- Pérdidas reales;2000;38.870
Total Nacional;05 Canarias;- Pérdidas aparentes;2022;12.078
Total Nacional;05 Canarias;- Pérdidas aparentes;2020;18.949
Total Nacional;05 Canarias;- Pérdidas aparentes;2018;14.448
Total Nacional;05 Canarias;- Pérdidas aparentes;2016;17.082
Total Nacional;05 Canarias;- Pérdidas aparentes;2014;18.046
Total Nacional;05 Canarias;- Pérdidas aparentes;2013;17.179
Total Nacional;05 Canarias;- Pérdidas aparentes;2012;19.738
Total Nacional;05 Canarias;- Pérdidas aparentes;2011;12.328
Total Nacional;05 Canarias;- Pérdidas aparentes;2010;5.320
Total Nacional;05 Canarias;- Pérdidas aparentes;2009;8.911
Total Nacional;05 Canarias;- Pérdidas aparentes;2008;11.310
Total Nacional;05 Canarias;- Pérdidas aparentes;2007;10.270
Total Nacional;05 Canarias;- Pérdidas aparentes;2006;..
Total Nacional;05 Canarias;- Pérdidas aparentes;2005;..
Total Nacional;05 Canarias;- Pérdidas aparentes;2004;..
Total Nacional;05 Canarias;- Pérdidas aparentes;2003;..
Total Nacional;05 Canarias;- Pérdidas aparentes;2002;..
Total Nacional;05 Canarias;- Pérdidas aparentes;2001;..
Total Nacional;05 Canarias;- Pérdidas aparentes;2000;..
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2022;76.788
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2020;70.734
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2018;72.627
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2016;75.597
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2014;74.310
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2013;72.079
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2012;74.601
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2011;77.555
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2010;75.132
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2009;74.916
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2008;81.147
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2007;77.663
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2006;87.182
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2005;80.620
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2004;77.383
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2003;77.712
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2002;81.280
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2001;82.135
Total Nacional;06 Cantabria;Volumen de agua suministrada a la red de abastecimiento público;2000;79.578
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;51.850
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;49.457
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;46.548
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;45.482
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;48.087
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;47.767
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;50.748
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;50.029
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;51.180
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;53.233
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;59.603
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;56.060
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;65.550
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;64.232
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;61.406
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;68.854
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;65.713
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;65.920
Total Nacional;06 Cantabria;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;64.026
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2022;24.937
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2020;21.277
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2018;26.079
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2016;30.115
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2014;26.223
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2013;24.312
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2012;23.853
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2011;27.526
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2010;23.952
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2009;21.683
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2008;21.544
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2007;21.603
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2006;..
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2005;..
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2004;..
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2003;..
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2002;..
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2001;..
Total Nacional;06 Cantabria;2. Volumen de agua no registrada;2000;..
Total Nacional;06 Cantabria;- Pérdidas reales;2022;18.377
Total Nacional;06 Cantabria;- Pérdidas reales;2020;14.449
Total Nacional;06 Cantabria;- Pérdidas reales;2018;18.156
Total Nacional;06 Cantabria;- Pérdidas reales;2016;23.068
Total Nacional;06 Cantabria;- Pérdidas reales;2014;18.645
Total Nacional;06 Cantabria;- Pérdidas reales;2013;18.745
Total Nacional;06 Cantabria;- Pérdidas reales;2012;18.605
Total Nacional;06 Cantabria;- Pérdidas reales;2011;21.746
Total Nacional;06 Cantabria;- Pérdidas reales;2010;19.880
Total Nacional;06 Cantabria;- Pérdidas reales;2009;15.059
Total Nacional;06 Cantabria;- Pérdidas reales;2008;14.004
Total Nacional;06 Cantabria;- Pérdidas reales;2007;13.827
Total Nacional;06 Cantabria;- Pérdidas reales;2006;21.632
Total Nacional;06 Cantabria;- Pérdidas reales;2005;16.388
Total Nacional;06 Cantabria;- Pérdidas reales;2004;15.977
Total Nacional;06 Cantabria;- Pérdidas reales;2003;8.858
Total Nacional;06 Cantabria;- Pérdidas reales;2002;15.567
Total Nacional;06 Cantabria;- Pérdidas reales;2001;16.215
Total Nacional;06 Cantabria;- Pérdidas reales;2000;15.552
Total Nacional;06 Cantabria;- Pérdidas aparentes;2022;6.560
Total Nacional;06 Cantabria;- Pérdidas aparentes;2020;6.828
Total Nacional;06 Cantabria;- Pérdidas aparentes;2018;7.923
Total Nacional;06 Cantabria;- Pérdidas aparentes;2016;7.047
Total Nacional;06 Cantabria;- Pérdidas aparentes;2014;7.578
Total Nacional;06 Cantabria;- Pérdidas aparentes;2013;5.567
Total Nacional;06 Cantabria;- Pérdidas aparentes;2012;5.248
Total Nacional;06 Cantabria;- Pérdidas aparentes;2011;5.780
Total Nacional;06 Cantabria;- Pérdidas aparentes;2010;4.072
Total Nacional;06 Cantabria;- Pérdidas aparentes;2009;6.624
Total Nacional;06 Cantabria;- Pérdidas aparentes;2008;7.540
Total Nacional;06 Cantabria;- Pérdidas aparentes;2007;7.776
Total Nacional;06 Cantabria;- Pérdidas aparentes;2006;..
Total Nacional;06 Cantabria;- Pérdidas aparentes;2005;..
Total Nacional;06 Cantabria;- Pérdidas aparentes;2004;..
Total Nacional;06 Cantabria;- Pérdidas aparentes;2003;..
Total Nacional;06 Cantabria;- Pérdidas aparentes;2002;..
Total Nacional;06 Cantabria;- Pérdidas aparentes;2001;..
Total Nacional;06 Cantabria;- Pérdidas aparentes;2000;..
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2022;257.676
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2020;249.301
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2018;246.976
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2016;267.380
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2014;298.613
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2013;290.043
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2012;296.003
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2011;310.311
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2010;320.536
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2009;291.917
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2008;292.443
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2007;290.794
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2006;278.719
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2005;296.803
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2004;320.497
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2003;337.720
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2002;323.775
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2001;322.689
Total Nacional;07 Castilla y León;Volumen de agua suministrada a la red de abastecimiento público;2000;340.193
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2022;190.503
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2020;187.076
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2018;185.204
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2016;192.215
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2014;228.279
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2013;213.035
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2012;212.398
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2011;227.831
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2010;221.573
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2009;200.351
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2008;207.324
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2007;198.864
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2006;230.402
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2005;239.186
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2004;254.701
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2003;286.555
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2002;260.522
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2001;247.080
Total Nacional;07 Castilla y León;1. Volumen total de agua registrada y distribuida por tipo de usuario;2000;264.330
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2022;67.172
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2020;62.225
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2018;61.772
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2016;75.165
Total Nacional;07 Castilla y León;2. Volumen de agua no registrada;2014;70.334
