Total Nacional;Comunidades y Ciudades Autónomas;Tipo de indicador;periodo;Total
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;13 Madrid, Comunidad de;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;109.560
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;100.111
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;109.253
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;103.141
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;115.375
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;116.992
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;98.297
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;122.881
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;13 Madrid, Comunidad de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2022;338.001
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2020;313.800
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2018;283.869
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2016;356.164
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2014;363.900
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2013;302.171
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2012;298.630
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2011;315.288
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2010;303.283
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2009;303.319
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2008;288.243
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2007;285.956
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2006;293.788
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2005;338.710
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2004;290.694
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2003;241.049
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2002;222.263
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2001;206.781
Total Nacional;14 Murcia, Región de;Volumen de aguas residuales tratadas;2000;84.198
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2022;97.215
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2020;286.754
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2018;271.355
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2016;255.680
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2014;183.227
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2013;186.405
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2012;171.330
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2011;181.082
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2010;235.007
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2009;257.251
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2008;272.876
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2007;256.580
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2006;108.653
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2005;100.873
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2004;78.509
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2003;2.569
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2002;34.664
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2001;53.755
Total Nacional;14 Murcia, Región de;Volumen total de agua reutilizada;2000;7.285
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2022;77.375
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2020;88.856
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2018;87.857
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2016;85.453
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2014;89.750
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2013;86.353
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2012;82.181
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2011;72.774
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2010;68.377
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2009;66.677
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2008;75.322
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2007;83.296
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2006;63.953
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2005;67.235
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2004;60.067
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2003;21.556
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2002;20.782
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2001;18.569
Total Nacional;14 Murcia, Región de;Importe facturado por alcantarillado y depuración;2000;23.974
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2022;9.003
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2020;6.408
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2018;6.274
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2016;6.280
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2014;6.005
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2013;5.833
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;14 Murcia, Región de;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;34.323
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;33.512
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;32.132
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;34.607
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;30.629
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;30.285
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;42.908
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;30.430
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;14 Murcia, Región de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2022;429.506
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2020;286.610
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2018;295.282
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2016;209.822
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2014;215.947
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2013;226.908
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2012;192.638
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2011;189.806
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2010;207.969
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2009;225.018
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2008;313.229
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2007;366.868
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2006;348.483
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2005;336.520
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2004;329.649
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2003;151.945
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2002;140.459
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2001;121.919
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de aguas residuales tratadas;2000;132.588
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2022;31.519
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2020;220
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2018;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2016;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2014;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2013;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2012;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2011;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2010;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2009;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2008;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2007;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2006;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2005;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2004;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2003;0
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2002;6.917
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2001;7.027
Total Nacional;15 Navarra, Comunidad Foral de;Volumen total de agua reutilizada;2000;29
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2022;48.236
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2020;36.183
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2018;33.995
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2016;30.211
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2014;32.266
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2013;35.506
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2012;38.146
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2011;37.441
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2010;37.561
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2009;34.653
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2008;35.900
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2007;41.159
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2006;37.331
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2005;31.288
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2004;30.494
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2003;18.502
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2002;14.954
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2001;14.129
Total Nacional;15 Navarra, Comunidad Foral de;Importe facturado por alcantarillado y depuración;2000;16.023
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2022;4.640
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2020;3.850
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2018;3.789
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2016;3.162
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2014;3.304
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2013;3.314
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;15 Navarra, Comunidad Foral de;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;54.605
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;55.176
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;59.253
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;46.081
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;45.867
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;52.519
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;54.820
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2011;42.628
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2010;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2009;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2008;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2007;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2006;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2005;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2004;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2003;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2002;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2001;..
Total Nacional;15 Navarra, Comunidad Foral de;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2000;..
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2022;1.619.783
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2020;1.013.022
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2018;978.794
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2016;1.181.241
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2014;1.166.863
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2013;1.056.816
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2012;883.752
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2011;718.825
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2010;830.902
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2009;851.532
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2008;616.474
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2007;575.885
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2006;657.062
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2005;1.042.034
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2004;902.268
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2003;515.848
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2002;475.505
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2001;433.841
Total Nacional;16 País Vasco;Volumen de aguas residuales tratadas;2000;422.389
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2022;159.298
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2020;9.569
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2018;12.187
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2016;11.561
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2014;18.378
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2013;13.810
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2012;9.316
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2011;15.458
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2010;16.907
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2009;13.405
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2008;47.493
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2007;27.548
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2006;143
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2005;1.509
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2004;0
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2003;8.423
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2002;10.598
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2001;98.500
Total Nacional;16 País Vasco;Volumen total de agua reutilizada;2000;33.340
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2022;180.837
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2020;132.188
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2018;128.700
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2016;135.071
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2014;132.930
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2013;118.100
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2012;97.852
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2011;101.349
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2010;104.810
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2009;77.837
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2008;77.837
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2007;72.323
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2006;79.472
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2005;96.832
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2004;96.011
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2003;97.356
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2002;85.950
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2001;90.709
Total Nacional;16 País Vasco;Importe facturado por alcantarillado y depuración;2000;84.725
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2022;5.535
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2020;4.010
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2018;3.943
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2016;4.179
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2014;4.475
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2013;4.924
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2012;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2011;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2010;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2009;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2008;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2007;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2006;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2005;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2004;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2003;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2002;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2001;..
Total Nacional;16 País Vasco;Longitud de la red de alcantarillado (km);2000;..
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2022;62.644
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2020;45.758
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2018;55.561
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2016;65.130
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2014;63.260
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2013;60.058
Total Nacional;16 País Vasco;Volumen de lodos generados en el tratamiento de aguas residuales (toneladas de materia seca/año);2012;60.874
